Customer ID,Company Size,Industry,Subscription Tier,Acquisition Channel,MRR,CAC,Tenure Months,Support Tickets,Churned
CUST-00032,Startup,Technology,Basic,Referral,55.45,142.66,46,3,0
CUST-00033,Startup,Finance,Enterprise,Organic Search,1085.66,4323.3,12,0,0
CUST-00034,Enterprise,Education,Pro,Organic Search,207.52,566.23,44,5,0
CUST-00035,Enterprise,Technology,Basic,Organic Search,55.56,267.59,22,3,0
CUST-00036,Mid-Market,Education,Pro,LinkedIn,193.14,392.6,6,1,0
CUST-00037,Startup,Technology,Pro,Paid Ads,224.09,452.05,36,5,0
CUST-00038,Startup,Finance,Basic,Referral,56.82,199.7,27,2,0
CUST-00039,SMB,Healthcare,Enterprise,Direct Sales,1162.42,4026.84,47,8,0
CUST-00040,SMB,Finance,Basic,Referral,55.62,138.5,55,4,0
CUST-00041,Startup,Finance,Pro,Paid Ads,203.46,708.76,15,3,1
CUST-00042,SMB,Healthcare,Enterprise,Organic Search,1193.35,3860.47,57,7,0
CUST-00043,Startup,Healthcare,Pro,LinkedIn,201.76,942.42,17,1,1
CUST-00044,Enterprise,E-commerce,Basic,Paid Ads,53.49,108.46,3,0,0
CUST-00045,Startup,Technology,Basic,Paid Ads,46.47,229.04,10,2,0
CUST-00046,SMB,E-commerce,Pro,Direct Sales,237.63,920.38,25,1,0
CUST-00047,Startup,Healthcare,Pro,Referral,221.13,542.99,21,4,0
CUST-00048,SMB,Education,Pro,Referral,224.08,479.59,54,2,1
CUST-00049,SMB,Education,Enterprise,Direct Sales,918.81,3320.87,40,4,0
CUST-00050,Startup,Finance,Enterprise,LinkedIn,1127.9,3050.6,9,0,0
CUST-00051,Enterprise,Real Estate,Basic,Organic Search,55.49,161.12,24,4,1
CUST-00052,Mid-Market,Finance,Basic,Organic Search,53.98,147.66,32,6,0
CUST-00053,Enterprise,Finance,Basic,LinkedIn,48.39,191.17,3,0,0
CUST-00054,Mid-Market,Real Estate,Pro,Direct Sales,208.33,762.61,58,5,0
CUST-00055,SMB,Technology,Pro,Paid Ads,185.69,414.82,33,3,0
CUST-00056,Enterprise,Healthcare,Pro,Referral,207.25,741.87,43,4,0
CUST-00057,Startup,Education,Basic,Paid Ads,47.68,208.53,45,7,1
CUST-00058,Startup,Finance,Basic,Referral,49.23,110.45,12,0,0
CUST-00059,Startup,Real Estate,Basic,Paid Ads,46.49,217.07,29,4,1
CUST-00060,Startup,E-commerce,Pro,Direct Sales,192.83,720.2,21,1,0
CUST-00061,Startup,Finance,Basic,Direct Sales,45.23,219.45,39,4,0
CUST-00062,Startup,Education,Basic,LinkedIn,57.62,140.85,34,2,0
CUST-00063,Mid-Market,Healthcare,Basic,Paid Ads,51.9,258.5,33,6,0
CUST-00064,Startup,Finance,Pro,Paid Ads,202.79,797.54,32,4,0
CUST-00065,Startup,Finance,Basic,LinkedIn,51.96,192.38,20,5,1
CUST-00066,SMB,Technology,Pro,LinkedIn,216.61,768.06,3,0,0
CUST-00067,Startup,Real Estate,Pro,Direct Sales,234.14,484.9,4,1,0
CUST-00068,Mid-Market,E-commerce,Pro,Direct Sales,189.77,914.49,17,1,0
CUST-00069,Startup,E-commerce,Pro,Paid Ads,196.74,773.58,50,1,0
CUST-00070,Enterprise,Healthcare,Basic,Direct Sales,58.44,132.94,17,1,0
CUST-00071,Mid-Market,Education,Basic,Direct Sales,49.56,102.24,19,2,1
CUST-00072,Startup,Healthcare,Enterprise,Paid Ads,905.86,1949.73,4,2,0
CUST-00073,Startup,Finance,Pro,LinkedIn,187.91,719.35,29,4,0
CUST-00074,Mid-Market,Finance,Enterprise,Paid Ads,906.99,3484.7,17,2,0
CUST-00075,SMB,E-commerce,Pro,Organic Search,238.2,833.46,22,1,0
CUST-00076,SMB,Education,Basic,Paid Ads,48.2,140.76,2,2,0
CUST-00077,Mid-Market,Real Estate,Basic,Organic Search,57.68,207.37,42,3,0
CUST-00078,Startup,Education,Pro,Paid Ads,238.55,846.59,12,4,0
CUST-00079,Startup,Finance,Basic,Organic Search,52.92,108.92,45,8,1
CUST-00080,Startup,Real Estate,Basic,Organic Search,44.59,126.97,11,0,0
CUST-00081,Mid-Market,Education,Pro,Paid Ads,183.97,397.29,53,3,0
CUST-00082,SMB,Education,Basic,Direct Sales,51.18,240.57,40,4,0
CUST-00083,Startup,Real Estate,Basic,Referral,50.07,209.08,29,1,0
CUST-00084,Startup,Finance,Pro,Direct Sales,215.29,1073.94,20,0,0
CUST-00085,Startup,Education,Pro,Organic Search,205.3,596.71,5,1,1
CUST-00086,Startup,Real Estate,Basic,Paid Ads,57.83,268.07,25,4,0
CUST-00087,SMB,Technology,Pro,Paid Ads,211.02,803.81,34,6,0
CUST-00088,SMB,Technology,Enterprise,Paid Ads,1107.01,3718.86,12,0,0
CUST-00089,Mid-Market,Finance,Basic,Paid Ads,57.28,152.81,28,2,0
CUST-00090,SMB,Real Estate,Basic,Referral,46.26,194.99,34,4,0
CUST-00091,Startup,Technology,Basic,LinkedIn,47.48,223.75,6,0,1
CUST-00092,SMB,Real Estate,Pro,Organic Search,185.51,501.98,54,3,0
CUST-00093,Mid-Market,Education,Basic,Referral,46.15,116.58,19,2,0
CUST-00094,SMB,Finance,Enterprise,Direct Sales,1052.72,4304.22,12,1,0
CUST-00095,Mid-Market,Technology,Pro,LinkedIn,198.27,977.65,25,5,0
CUST-00096,SMB,Education,Pro,LinkedIn,204.36,868.5,13,1,0
CUST-00097,SMB,Healthcare,Enterprise,Paid Ads,1193.55,3406.08,17,4,0
CUST-00098,SMB,Healthcare,Enterprise,Referral,946.06,3084.03,12,0,0
CUST-00099,Startup,Finance,Basic,Direct Sales,52.05,164.11,3,0,0
CUST-00100,Startup,Technology,Basic,Paid Ads,45.55,207.54,24,3,0
CUST-00101,Startup,Technology,Pro,Paid Ads,198.11,854.67,8,0,0
CUST-00102,SMB,Technology,Basic,Organic Search,51.85,195.32,48,4,0
CUST-00103,Startup,Real Estate,Basic,LinkedIn,58.02,163.9,36,5,0
CUST-00104,SMB,Education,Pro,Direct Sales,202.46,974.64,56,8,0
CUST-00105,Enterprise,Technology,Enterprise,LinkedIn,918.55,3637.41,59,6,0
CUST-00106,Startup,Education,Basic,Referral,49.81,244.64,26,3,0
CUST-00107,SMB,Finance,Pro,Organic Search,187.8,702.44,45,5,1
CUST-00108,Mid-Market,Technology,Basic,Paid Ads,47.48,211.93,8,0,0
CUST-00109,Startup,Finance,Pro,Organic Search,216.0,958.89,32,3,0
CUST-00110,Startup,Technology,Basic,Paid Ads,45.09,135.81,32,2,0
CUST-00111,Startup,Healthcare,Enterprise,Organic Search,1038.38,5079.82,1,0,0
CUST-00112,Startup,E-commerce,Basic,Paid Ads,53.06,109.61,3,0,0
CUST-00113,Enterprise,Finance,Pro,LinkedIn,204.28,879.66,1,0,0
CUST-00114,Mid-Market,Technology,Basic,LinkedIn,44.38,217.31,15,1,0
CUST-00115,SMB,E-commerce,Basic,LinkedIn,58.59,176.75,50,0,0
CUST-00116,Mid-Market,Finance,Basic,LinkedIn,49.5,195.24,20,0,0
CUST-00117,Mid-Market,Real Estate,Basic,Organic Search,55.55,204.79,3,0,0
CUST-00118,Startup,Technology,Basic,Paid Ads,48.89,209.47,15,2,1
CUST-00119,Mid-Market,Real Estate,Basic,LinkedIn,51.08,234.89,59,6,0
CUST-00120,SMB,Healthcare,Pro,Organic Search,202.29,770.55,54,3,0
CUST-00121,Mid-Market,Technology,Pro,Paid Ads,199.55,887.54,37,3,0
CUST-00122,Mid-Market,Healthcare,Basic,Organic Search,44.42,130.46,21,5,0
CUST-00123,Startup,E-commerce,Pro,LinkedIn,200.59,538.74,42,4,0
CUST-00124,Startup,Finance,Basic,Referral,57.18,188.24,39,3,0
CUST-00125,Startup,Education,Pro,Organic Search,220.32,888.6,23,3,1
CUST-00126,SMB,Healthcare,Basic,LinkedIn,46.24,118.45,57,5,0
CUST-00127,Mid-Market,Education,Pro,Direct Sales,214.39,866.36,40,2,0
CUST-00128,Mid-Market,Education,Basic,Paid Ads,57.22,182.09,35,5,0
CUST-00129,Startup,Finance,Enterprise,LinkedIn,1108.9,4864.44,18,2,0
CUST-00130,SMB,E-commerce,Basic,Direct Sales,46.29,97.7,17,0,0
CUST-00131,SMB,Finance,Basic,Organic Search,56.86,227.66,31,9,0
CUST-00132,Startup,Technology,Basic,Organic Search,48.53,191.67,48,4,0
CUST-00133,Startup,Healthcare,Enterprise,Direct Sales,1035.19,4992.52,26,5,1
CUST-00134,Startup,Education,Pro,Direct Sales,210.51,871.53,22,0,0
CUST-00135,Enterprise,Finance,Pro,Paid Ads,229.88,1008.92,45,4,0
CUST-00136,Startup,Finance,Enterprise,Organic Search,1178.3,5554.24,36,4,0
CUST-00137,SMB,Finance,Enterprise,Direct Sales,1177.72,4740.51,35,5,0
CUST-00138,SMB,Healthcare,Pro,Referral,179.57,515.45,11,1,0
CUST-00139,Startup,E-commerce,Basic,Referral,57.65,265.73,27,0,0
CUST-00140,Enterprise,Finance,Pro,Direct Sales,182.35,773.66,34,2,0
CUST-00141,Enterprise,Healthcare,Basic,Paid Ads,48.01,157.15,18,2,0
CUST-00142,Startup,Education,Pro,Organic Search,209.84,866.97,27,4,1
CUST-00143,SMB,Technology,Pro,Referral,207.75,956.29,4,1,0
CUST-00144,Startup,Real Estate,Pro,Direct Sales,215.2,1060.28,17,0,0
CUST-00145,Startup,Healthcare,Pro,Direct Sales,207.72,1008.91,6,1,0
CUST-00146,Startup,Real Estate,Pro,LinkedIn,234.88,699.0,42,3,0
CUST-00147,SMB,Finance,Enterprise,Direct Sales,971.19,3171.01,11,0,0
CUST-00148,SMB,Finance,Basic,Paid Ads,48.13,112.08,5,1,0
CUST-00149,Startup,Healthcare,Basic,Referral,57.63,158.06,58,6,1
CUST-00150,Startup,Real Estate,Pro,LinkedIn,183.68,853.61,57,3,0
CUST-00151,Enterprise,Finance,Enterprise,Referral,1081.79,3334.67,18,1,0
CUST-00152,Startup,Education,Basic,Referral,54.12,208.99,57,4,0
CUST-00153,Startup,E-commerce,Basic,Paid Ads,51.53,206.01,25,2,0
CUST-00154,SMB,E-commerce,Basic,Direct Sales,54.31,236.0,10,3,0
CUST-00155,Enterprise,Finance,Basic,Paid Ads,46.64,118.86,41,2,0
CUST-00156,Startup,Real Estate,Enterprise,Direct Sales,1154.63,3365.1,16,1,0
CUST-00157,SMB,Technology,Pro,LinkedIn,187.46,627.06,10,0,0
CUST-00158,Mid-Market,Finance,Pro,Paid Ads,203.03,628.28,10,1,0
CUST-00159,Startup,Technology,Pro,Paid Ads,183.59,908.53,36,6,0
CUST-00160,SMB,Technology,Pro,Organic Search,211.65,953.45,21,4,0
CUST-00161,Startup,Real Estate,Basic,Paid Ads,53.95,185.54,56,3,1
CUST-00162,SMB,Technology,Basic,Organic Search,57.94,268.71,14,1,0
CUST-00163,SMB,Education,Basic,Direct Sales,54.97,167.27,8,1,0
CUST-00164,SMB,Real Estate,Basic,Direct Sales,52.05,226.81,1,0,0
CUST-00165,Startup,Finance,Basic,Direct Sales,57.81,154.41,16,1,0
CUST-00166,Mid-Market,Education,Basic,Organic Search,51.13,220.73,26,0,0
CUST-00167,Startup,Healthcare,Basic,Direct Sales,52.35,176.39,49,8,0
CUST-00168,Startup,E-commerce,Basic,Referral,52.86,122.77,42,3,0
CUST-00169,Startup,Finance,Pro,Paid Ads,203.58,574.05,6,1,0
CUST-00170,SMB,Finance,Basic,Organic Search,56.43,180.96,39,6,1
CUST-00171,SMB,Finance,Enterprise,Direct Sales,954.6,4055.03,50,6,0
CUST-00172,Startup,Education,Basic,Referral,52.26,115.96,2,0,1
CUST-00173,SMB,Healthcare,Pro,Paid Ads,222.22,884.13,53,4,0
CUST-00174,Startup,Real Estate,Enterprise,Paid Ads,1170.02,4853.29,9,2,1
CUST-00175,SMB,Healthcare,Enterprise,Direct Sales,1164.01,4611.53,5,0,1
CUST-00176,Startup,Education,Enterprise,Referral,1051.57,4502.83,40,4,0
CUST-00177,SMB,Finance,Basic,Organic Search,53.55,135.72,56,4,1
CUST-00178,Startup,E-commerce,Basic,Direct Sales,49.9,187.69,5,1,1
CUST-00179,Enterprise,Finance,Basic,Paid Ads,50.98,245.9,56,3,0
CUST-00180,Startup,Real Estate,Basic,Paid Ads,57.42,220.05,47,7,1
CUST-00181,Startup,Technology,Basic,Paid Ads,57.78,221.53,8,1,0
CUST-00182,Startup,E-commerce,Enterprise,Direct Sales,1167.46,4914.21,5,2,0
CUST-00183,Enterprise,Finance,Pro,LinkedIn,187.36,562.01,5,0,0
CUST-00184,Mid-Market,E-commerce,Pro,LinkedIn,229.85,942.71,52,4,0
CUST-00185,Startup,Technology,Enterprise,LinkedIn,1183.32,5619.23,17,1,0
CUST-00186,SMB,Healthcare,Pro,Referral,200.67,407.9,9,1,1
CUST-00187,Mid-Market,Education,Pro,Direct Sales,210.06,968.45,34,3,1
CUST-00188,SMB,Finance,Pro,Paid Ads,225.61,599.19,33,2,0
CUST-00189,SMB,Real Estate,Basic,Referral,52.36,176.34,22,2,0
CUST-00190,Startup,Healthcare,Basic,LinkedIn,58.7,267.5,21,3,1
CUST-00191,Startup,Finance,Enterprise,Organic Search,1035.68,4631.29,43,5,0
CUST-00192,Mid-Market,Healthcare,Enterprise,Referral,1113.07,5204.47,15,3,1
CUST-00193,Enterprise,Real Estate,Enterprise,Referral,1136.64,5480.03,1,0,0
CUST-00194,SMB,Finance,Basic,Direct Sales,51.36,171.62,7,0,1
CUST-00195,Startup,Technology,Enterprise,Referral,1155.94,4588.03,23,3,0
CUST-00196,Startup,Technology,Basic,Direct Sales,52.13,165.33,51,2,1
CUST-00197,SMB,Real Estate,Basic,Organic Search,50.15,153.07,56,6,1
CUST-00198,Mid-Market,E-commerce,Basic,Paid Ads,45.69,150.54,47,5,1
CUST-00199,Mid-Market,Real Estate,Basic,Paid Ads,49.88,210.95,6,1,0
CUST-00200,Mid-Market,E-commerce,Basic,LinkedIn,54.89,192.35,20,1,1
CUST-00201,SMB,Finance,Basic,LinkedIn,57.64,256.05,58,11,1
CUST-00202,Startup,E-commerce,Basic,Organic Search,47.8,202.46,26,2,0
CUST-00203,Startup,Finance,Basic,Paid Ads,49.32,101.67,42,4,0
CUST-00204,Mid-Market,Finance,Pro,LinkedIn,188.29,732.58,12,0,0
CUST-00205,SMB,Education,Pro,Referral,220.34,729.26,13,0,0
CUST-00206,Startup,Finance,Basic,Direct Sales,58.21,196.16,47,2,0
CUST-00207,Startup,E-commerce,Basic,LinkedIn,53.52,238.44,51,2,1
CUST-00208,SMB,Education,Pro,Organic Search,215.94,786.63,49,5,0
CUST-00209,Startup,Education,Pro,Paid Ads,212.14,987.91,13,0,0
CUST-00210,Startup,Finance,Basic,Organic Search,45.4,187.88,2,0,1
CUST-00211,SMB,Real Estate,Pro,Direct Sales,222.65,814.57,32,1,0
CUST-00212,SMB,Real Estate,Enterprise,Direct Sales,1079.53,4602.7,50,4,0
CUST-00213,SMB,Technology,Basic,Organic Search,53.82,113.83,31,5,1
CUST-00214,Startup,Education,Basic,LinkedIn,57.31,119.28,11,1,0
CUST-00215,SMB,Finance,Basic,LinkedIn,55.62,125.15,37,6,0
CUST-00216,Startup,Real Estate,Pro,Paid Ads,225.72,747.74,4,0,0
CUST-00217,Startup,Finance,Basic,Paid Ads,57.73,156.24,34,7,1
CUST-00218,SMB,Finance,Basic,Referral,58.65,290.48,59,4,0
CUST-00219,SMB,Education,Basic,Referral,52.64,190.92,16,3,0
CUST-00220,Mid-Market,Technology,Enterprise,Paid Ads,931.73,3715.04,31,5,0
CUST-00221,SMB,Education,Pro,Referral,206.51,585.76,25,3,0
CUST-00222,SMB,Healthcare,Pro,Organic Search,226.12,670.53,39,3,0
CUST-00223,Startup,Real Estate,Pro,LinkedIn,180.76,543.43,8,0,0
CUST-00224,Startup,Real Estate,Basic,Referral,44.94,184.08,8,0,0
CUST-00225,Startup,Real Estate,Enterprise,Referral,919.23,3144.79,34,9,1
CUST-00226,Startup,E-commerce,Pro,Organic Search,222.74,791.41,15,2,0
CUST-00227,Enterprise,Finance,Basic,Direct Sales,51.47,194.35,5,1,0
CUST-00228,Startup,Education,Pro,Paid Ads,201.12,866.11,19,2,0
CUST-00229,Mid-Market,Real Estate,Pro,Organic Search,185.41,421.09,10,1,0
CUST-00230,SMB,Healthcare,Pro,Direct Sales,222.81,964.91,9,0,0
CUST-00231,Mid-Market,Real Estate,Basic,Organic Search,48.82,180.13,57,7,0
CUST-00232,SMB,Technology,Enterprise,LinkedIn,978.62,3921.61,54,3,0
CUST-00233,SMB,Finance,Enterprise,Organic Search,1094.6,3264.81,29,3,0
CUST-00234,SMB,Finance,Basic,Organic Search,52.32,168.9,52,7,0
CUST-00235,Startup,Education,Basic,LinkedIn,49.43,133.14,40,3,1
CUST-00236,SMB,E-commerce,Basic,Paid Ads,53.53,264.33,37,2,1
CUST-00237,Startup,Education,Enterprise,Direct Sales,980.39,3422.55,19,1,0
CUST-00238,Startup,Real Estate,Pro,Referral,226.55,1130.08,13,0,0
CUST-00239,SMB,Technology,Basic,Paid Ads,47.47,164.69,59,9,0
CUST-00240,Startup,Healthcare,Basic,Organic Search,46.43,123.47,46,2,1
CUST-00241,Enterprise,Education,Basic,Referral,55.6,195.84,40,6,0
CUST-00242,Enterprise,E-commerce,Pro,LinkedIn,221.36,469.01,16,4,0
CUST-00243,Enterprise,Education,Basic,Paid Ads,46.78,220.54,30,2,0
CUST-00244,Startup,Finance,Enterprise,Direct Sales,933.94,4161.31,54,5,0
CUST-00245,Startup,Real Estate,Pro,Paid Ads,229.15,957.27,5,1,0
CUST-00246,Enterprise,Real Estate,Pro,Paid Ads,225.46,863.39,33,2,0
CUST-00247,SMB,Real Estate,Basic,Referral,48.91,182.9,19,1,1
CUST-00248,Enterprise,Real Estate,Basic,LinkedIn,53.78,268.37,55,5,1
CUST-00249,Enterprise,Real Estate,Basic,LinkedIn,45.93,130.17,19,5,0
CUST-00250,Mid-Market,Real Estate,Basic,Paid Ads,51.55,223.68,17,4,0
CUST-00251,Startup,Healthcare,Basic,LinkedIn,44.38,166.17,24,3,0
CUST-00252,Startup,E-commerce,Enterprise,Referral,1016.46,5008.75,55,8,0
CUST-00253,Mid-Market,Real Estate,Basic,Referral,45.2,202.65,53,3,0
CUST-00254,Startup,E-commerce,Basic,Direct Sales,51.08,255.17,28,2,0
CUST-00255,Startup,Technology,Basic,LinkedIn,50.3,189.38,42,4,0
CUST-00256,SMB,Real Estate,Basic,Direct Sales,50.63,132.33,37,5,0
CUST-00257,Enterprise,Education,Enterprise,Organic Search,912.69,3204.51,22,3,0
CUST-00258,SMB,Real Estate,Basic,Referral,49.42,204.27,39,5,0
CUST-00259,SMB,Finance,Basic,Paid Ads,55.22,238.72,16,2,0
CUST-00260,Startup,Healthcare,Pro,Referral,201.12,402.55,35,6,0
CUST-00261,SMB,Education,Basic,Organic Search,54.61,191.96,27,4,0
CUST-00262,Enterprise,Education,Basic,Paid Ads,49.53,134.01,12,1,0
CUST-00263,Startup,Finance,Basic,LinkedIn,50.32,232.72,46,3,0
CUST-00264,SMB,Real Estate,Basic,LinkedIn,52.39,128.81,28,3,0
CUST-00265,Mid-Market,Healthcare,Basic,Referral,58.08,232.28,52,6,1
CUST-00266,SMB,Education,Basic,Paid Ads,45.7,127.88,1,2,0
CUST-00267,SMB,Healthcare,Pro,Paid Ads,181.06,555.79,39,6,0
CUST-00268,SMB,Education,Basic,Direct Sales,53.04,255.74,58,10,1
CUST-00269,Startup,Real Estate,Pro,Organic Search,235.76,641.58,18,1,0
CUST-00270,Startup,Technology,Pro,LinkedIn,238.19,544.27,23,4,0
CUST-00271,Mid-Market,Education,Pro,Referral,208.0,459.23,22,5,0
CUST-00272,Mid-Market,Technology,Basic,Paid Ads,50.98,179.14,4,1,1
CUST-00273,Mid-Market,Education,Basic,LinkedIn,53.58,210.31,48,4,1
CUST-00274,Enterprise,E-commerce,Pro,Referral,212.27,632.96,11,2,0
CUST-00275,SMB,Real Estate,Pro,LinkedIn,216.96,883.2,18,0,0
CUST-00276,SMB,Finance,Pro,Referral,231.28,504.91,55,3,0
CUST-00277,Mid-Market,Technology,Basic,LinkedIn,55.07,251.78,48,2,1
CUST-00278,SMB,Finance,Enterprise,Direct Sales,1048.01,4663.33,7,0,0
CUST-00279,SMB,Real Estate,Basic,Organic Search,50.89,252.24,21,2,0
CUST-00280,Mid-Market,Finance,Basic,LinkedIn,53.5,257.31,57,5,0
CUST-00281,Mid-Market,Real Estate,Basic,Organic Search,50.8,155.88,35,5,0
CUST-00282,Startup,Finance,Basic,LinkedIn,50.83,162.55,57,3,0
CUST-00283,Startup,Technology,Basic,Paid Ads,44.34,187.91,37,5,0
CUST-00284,Startup,E-commerce,Pro,Direct Sales,189.49,455.2,50,7,0
CUST-00285,SMB,Finance,Pro,Direct Sales,208.26,612.71,57,3,0
CUST-00286,Startup,Technology,Enterprise,Organic Search,1145.65,2698.72,30,6,1
CUST-00287,SMB,Education,Basic,Paid Ads,48.2,162.18,17,4,0
CUST-00288,SMB,Real Estate,Pro,Referral,210.3,768.86,33,3,0
CUST-00289,Startup,Healthcare,Basic,Direct Sales,49.17,129.49,16,1,0
CUST-00290,SMB,Healthcare,Basic,Paid Ads,45.64,94.93,15,0,1
CUST-00291,Startup,Real Estate,Basic,Paid Ads,58.19,241.96,13,0,0
CUST-00292,Startup,E-commerce,Basic,Organic Search,56.66,116.72,39,3,0
CUST-00293,Mid-Market,Finance,Basic,Paid Ads,45.25,222.64,3,0,0
CUST-00294,Startup,E-commerce,Basic,Paid Ads,54.68,145.71,24,1,1
CUST-00295,Startup,Healthcare,Pro,Referral,199.85,797.74,23,3,0
CUST-00296,SMB,Technology,Enterprise,Organic Search,1197.26,3956.05,59,6,0
CUST-00297,Mid-Market,Real Estate,Basic,Organic Search,48.55,105.79,45,3,0
CUST-00298,Startup,Real Estate,Enterprise,Paid Ads,970.65,3316.28,48,3,0
CUST-00299,SMB,E-commerce,Pro,Referral,213.0,756.21,55,3,1
CUST-00300,Startup,Technology,Pro,LinkedIn,228.96,1044.98,1,0,0
CUST-00301,Startup,E-commerce,Pro,Direct Sales,190.59,799.92,32,2,0
CUST-00302,SMB,Finance,Basic,Organic Search,54.53,122.03,33,2,0
CUST-00303,SMB,Education,Pro,Referral,182.77,480.23,48,3,0
CUST-00304,SMB,Technology,Pro,Referral,233.96,686.83,30,3,0
CUST-00305,SMB,Education,Enterprise,Paid Ads,923.4,2169.27,2,0,0
CUST-00306,Enterprise,Finance,Pro,Direct Sales,233.68,787.66,18,4,0
CUST-00307,SMB,Education,Pro,Organic Search,208.4,1032.19,59,5,0
CUST-00308,Startup,Healthcare,Pro,LinkedIn,205.85,729.5,53,10,0
CUST-00309,Mid-Market,Education,Basic,Paid Ads,58.41,246.82,57,7,0
CUST-00310,Startup,Finance,Basic,Organic Search,58.66,237.5,55,3,0
CUST-00311,SMB,Education,Basic,Organic Search,53.66,244.14,30,1,0
CUST-00312,Startup,Real Estate,Basic,Referral,45.97,121.69,18,0,0
CUST-00313,Startup,E-commerce,Basic,Direct Sales,51.54,219.64,5,0,0
CUST-00314,Enterprise,Healthcare,Enterprise,LinkedIn,1057.69,4911.98,5,0,0
CUST-00315,Mid-Market,Real Estate,Pro,Direct Sales,209.81,527.57,8,0,0
CUST-00316,SMB,Real Estate,Enterprise,Referral,1069.78,3252.57,9,3,0
CUST-00317,SMB,Finance,Pro,LinkedIn,180.22,884.94,32,3,0
CUST-00318,Startup,E-commerce,Pro,LinkedIn,221.56,962.09,56,9,1
CUST-00319,Startup,E-commerce,Enterprise,Paid Ads,1112.6,3168.43,14,0,0
CUST-00320,Startup,Technology,Pro,LinkedIn,185.99,686.64,13,0,0
CUST-00321,SMB,Healthcare,Enterprise,Organic Search,1070.0,3437.89,18,0,0
CUST-00322,SMB,Finance,Basic,Direct Sales,52.45,182.0,4,0,0
CUST-00323,SMB,Healthcare,Basic,Direct Sales,54.13,165.94,50,4,0
CUST-00324,Startup,Technology,Basic,Paid Ads,45.36,128.73,22,1,0
CUST-00325,Enterprise,Education,Pro,LinkedIn,216.5,871.26,20,3,0
CUST-00326,SMB,Real Estate,Pro,Referral,195.86,849.18,15,2,0
CUST-00327,SMB,Healthcare,Basic,Organic Search,51.55,238.26,7,0,1
CUST-00328,SMB,Real Estate,Basic,Paid Ads,55.47,136.79,13,2,1
CUST-00329,SMB,Finance,Enterprise,LinkedIn,1110.58,4962.7,34,1,0
CUST-00330,Startup,Education,Pro,Referral,186.2,514.73,41,3,1
CUST-00331,Startup,Finance,Basic,LinkedIn,52.79,173.26,30,3,0
CUST-00332,Mid-Market,Education,Pro,Paid Ads,236.96,1114.74,5,2,0
CUST-00333,Startup,Education,Pro,Referral,188.46,633.89,1,0,0
CUST-00334,Startup,Real Estate,Enterprise,Referral,1154.72,2992.1,31,4,0
CUST-00335,Startup,Finance,Basic,Referral,54.43,134.96,59,8,1
CUST-00336,Startup,Finance,Basic,Referral,55.48,189.68,51,4,0
